,time,cum_sec,self_sec,calls,self_s_call,tot_s_call,namespace,class,function,definition
224,0.04,507.89,0.19,56310156.0,0.0,0.0,,CU,isSameCtu,"CU::isSameCtu(CodingUnit const&, CodingUnit const&)"
225,0.03,508.07,0.18,2706905.0,0.0,0.0,,CodingStructure,getPredBuf,CodingStructure::getPredBuf(UnitArea const&) const
226,0.03,508.25,0.18,568888.0,0.0,0.0,,IntraSearch,xSortISPCandList,"IntraSearch::xSortISPCandList(double, double, IntraSearch::ModeInfo)"
227,0.03,508.43,0.18,59358204.0,0.0,0.0,,TU,needsSqrt2Scale,"TU::needsSqrt2Scale(TransformUnit const&, ComponentID const&)"
228,0.03,508.61,0.18,3209648.0,0.0,0.0,,PartitionerImpl,getTUIntraSubPartitions,"PartitionerImpl::getTUIntraSubPartitions(std::vector<UnitArea, std::allocator<UnitArea> >&, UnitArea const&, CodingStructure const&, PartSplit)"
229,0.03,508.79,0.18,58925445.0,0.0,0.0,,PreCalcValues,getMinBtSize,"PreCalcValues::getMinBtSize(Slice const&, ChannelType) const"
230,0.03,508.96,0.17,24098266.0,0.0,0.0,,,,Ctx::operator=(Ctx const&)
231,0.03,509.13,0.17,3708713.0,0.0,0.0,,CABACWriter,transform_unit,"CABACWriter::transform_unit(TransformUnit const&, CUCtx&, Partitioner&, int)"
232,0.03,509.3,0.17,1083412.0,0.0,0.0,,BestEncInfoCache,setFromCs,"BestEncInfoCache::setFromCs(CodingStructure const&, Partitioner const&)"
233,0.03,509.47,0.17,832879.0,0.0,0.0,,,,"std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > >, std::allocator<std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&)"
234,0.03,509.64,0.17,70513767.0,0.0,0.0,,DeriveCtx,CtxQtCbf,"DeriveCtx::CtxQtCbf(ComponentID, bool, int)"
235,0.03,509.81,0.17,25384785.0,0.0,0.0,,TrQuant,getTransposeFlag,TrQuant::getTransposeFlag(unsigned int)
236,0.03,509.98,0.17,,,,,,Quant,Quant::~Quant()
237,0.03,510.14,0.16,90020922.0,0.0,0.0,,BitEstimatorBase,encodeRemAbsEP,"BitEstimatorBase::encodeRemAbsEP(unsigned int, unsigned int, unsigned int, int)"
238,0.03,510.3,0.16,58925445.0,0.0,0.0,,PreCalcValues,getMaxTtSize,"PreCalcValues::getMaxTtSize(Slice const&, ChannelType) const"
239,0.03,510.46,0.16,20064843.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<std::pair<int, bool>, std::allocator<std::pair<int, bool> > >::_M_realloc_insert<std::pair<int, bool> >(__gnu_cxx::__normal_iterator<std::pair<int, bool>*, std::vector<std::pair<int, bool>, std::allocator<std::pair<int, bool> > > >, std::pair<int, bool>&&)"
240,0.03,510.62,0.16,15665940.0,0.0,0.0,,RdCost,setDistParam,"RdCost::setDistParam(DistParam&, AreaBuf<short const> const&, AreaBuf<short const> const&, int, ComponentID, bool)"
241,0.03,510.78,0.16,4017056.0,0.0,0.0,,IntraPrediction,predIntraChromaLM,"IntraPrediction::predIntraChromaLM(ComponentID, AreaBuf<short>&, PredictionUnit const&, CompArea const&, int)"
242,0.03,510.94,0.16,3396467.0,0.0,0.0,,CABACWriter,intra_luma_pred_modes,CABACWriter::intra_luma_pred_modes(CodingUnit const&)
243,0.03,511.1,0.16,36.0,0.0,0.18,,EncAdaptiveLoopFilter,mergeClasses,"EncAdaptiveLoopFilter::mergeClasses(AlfFilterShape const&, AlfCovariance*, AlfCovariance*, int (*) [25][13], int, short (*) [25])"
244,0.03,511.26,0.16,,,,,TUIntraSubPartitioner,hasNextPart,TUIntraSubPartitioner::hasNextPart()
245,0.03,511.41,0.15,33852977.0,0.0,0.0,,TU,setCbfAtDepth,"TU::setCbfAtDepth(TransformUnit&, ComponentID const&, unsigned int const&, bool const&)"
246,0.03,511.56,0.15,12256504.0,0.0,0.0,,TrQuant,fwdTransformICT,"TrQuant::fwdTransformICT(TransformUnit const&, AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&, int)"
247,0.03,511.71,0.15,4560280.0,0.0,0.0,,,,TransformUnit::operator=(TransformUnit const&)
248,0.03,511.86,0.15,1252721.0,0.0,0.0,,RdCost,xGetSSE,RdCost::xGetSSE(DistParam const&)
249,0.03,512.01,0.15,331535.0,0.0,0.0,,RdCost,xGetSSE32,RdCost::xGetSSE32(DistParam const&)
250,0.03,512.15,0.14,53247055.0,0.0,0.0,,CodingStructure,getOrgBuf,CodingStructure::getOrgBuf(CompArea const&)
251,0.03,512.29,0.14,34892754.0,0.0,0.0,,,getNumModesMip,getNumModesMip(Size const&)
252,0.03,512.43,0.14,33726791.0,0.0,0.0,,CABACWriter,getCtxInitId,CABACWriter::getCtxInitId(Slice const&)
253,0.03,512.57,0.14,23559732.0,0.0,0.0,,CABACWriter,bdpcm_mode,"CABACWriter::bdpcm_mode(CodingUnit const&, ComponentID)"
254,0.03,512.71,0.14,11802185.0,0.0,0.0,,UnitArea,repositionTo,UnitArea::repositionTo(UnitArea const&)
255,0.03,512.85,0.14,60105877.0,0.0,0.0,,PreCalcValues,getMinQtSize,"PreCalcValues::getMinQtSize(Slice const&, ChannelType) const"
256,0.02,512.98,0.13,64464505.0,0.0,0.0,,TransformUnit,getCoeffs,TransformUnit::getCoeffs(ComponentID) const
257,0.02,513.11,0.13,47473016.0,0.0,0.0,,CU,canUseISP,"CU::canUseISP(int, int, int)"
258,0.02,513.24,0.13,25326293.0,0.0,0.0,,IntraPrediction,setReferenceArrayLengths,IntraPrediction::setReferenceArrayLengths(CompArea const&)
259,0.02,513.37,0.13,6622384.0,0.0,0.0,,AlfCovariance,calculateError,"AlfCovariance::calculateError(int const*, double const*, int) const"
260,0.02,513.49,0.12,9580563.0,0.0,0.0,,dynamic_cache,get,dynamic_cache<Ctx>::get()
261,0.02,513.61,0.12,360165.0,0.0,0.0,std,_Temporary_buffer,_Temporary_buffer,"std::_Temporary_buffer<IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost>::_Temporary_buffer(IntraSearch::ModeInfoWithCost*, long)"
262,0.02,513.73,0.12,27237559.0,0.0,0.0,,CU,getSplitAtDepth,"CU::getSplitAtDepth(CodingUnit const&, unsigned int)"
263,0.02,513.85,0.12,22037814.0,0.0,0.0,,CodingStructure,releaseIntermediateData,CodingStructure::releaseIntermediateData()
264,0.02,513.97,0.12,7079579.0,0.0,0.0,,EncModeCtrl,xExtractFeatures,"EncModeCtrl::xExtractFeatures(EncTestMode, CodingStructure&)"
265,0.02,514.09,0.12,3352915.0,0.0,0.0,,EncCu,xEncodeDontSplit,"EncCu::xEncodeDontSplit(CodingStructure&, Partitioner&)"
266,0.02,514.2,0.11,46728689.0,0.0,0.0,,CU,canUseISP,"CU::canUseISP(CodingUnit const&, ComponentID)"
267,0.02,514.31,0.11,10712855.0,0.0,0.0,,MatrixIntraPrediction,predictionUpsampling,"MatrixIntraPrediction::predictionUpsampling(int*, int const*) const"
268,0.02,514.42,0.11,4372919.0,0.0,0.0,,IntraPrediction,xGetPredValDc,"IntraPrediction::xGetPredValDc(AreaBuf<short const> const&, Size const&)"
269,0.02,514.53,0.11,3233192.0,0.0,0.0,,IntraPrediction,initIntraMip,"IntraPrediction::initIntraMip(PredictionUnit const&, CompArea const&)"
270,0.02,514.64,0.11,702353.0,0.0,0.0,,TrQuant,xITransformSkip,"TrQuant::xITransformSkip(AreaBuf<int const> const&, AreaBuf<short>&, TransformUnit const&, ComponentID const&)"
271,0.02,514.75,0.11,8.0,0.01,0.02,,IbcHashMap,calHashBlkMatchPerc,IbcHashMap::calHashBlkMatchPerc(Area const&)
272,0.02,514.86,0.11,,,,,CodingStructure,getLumaCU,CodingStructure::getLumaCU(Position const&)
273,0.02,514.96,0.11,58925445.0,0.0,0.0,,PreCalcValues,getMinTtSize,"PreCalcValues::getMinTtSize(Slice const&, ChannelType) const"
274,0.02,515.07,0.11,1696530.0,0.0,0.0,,EncModeCtrl,nextMode,"EncModeCtrl::nextMode(CodingStructure const&, Partitioner&)"
275,0.02,515.17,0.1,3415514.0,0.0,0.0,,Partitioner,getModeTypeSeries,Partitioner::getModeTypeSeries() const
276,0.02,515.27,0.1,28510578.0,0.0,0.0,DQIntern,RateEstimator,xSetSigSbbFracBits,"DQIntern::RateEstimator::xSetSigSbbFracBits(FracBitsAccess const&, ChannelType)"
277,0.02,515.37,0.1,14549789.0,0.0,0.0,,CU,isISPLast,"CU::isISPLast(CodingUnit const&, CompArea const&, ComponentID)"
278,0.02,515.47,0.1,3867019.0,0.0,0.0,,CodingStructure,getTU,"CodingStructure::getTU(Position const&, ChannelType, int) const"
279,0.02,515.57,0.1,3209648.0,0.0,0.0,std,vector,_M_default_append,"std::vector<UnitArea, std::allocator<UnitArea> >::_M_default_append(unsigned long)"
280,0.02,515.67,0.1,256.0,0.0,0.0,,CodingStructure,traverseCUs,"CodingStructure::traverseCUs(UnitArea const&, ChannelType)"
281,0.02,515.77,0.1,,,,,IntraPrediction,xPredIntraBDPCM,"IntraPrediction::xPredIntraBDPCM(AreaBuf<short const> const&, AreaBuf<short>&, unsigned int, ClpRng const&)"
282,0.02,515.86,0.1,62671178.0,0.0,0.0,,TransformUnit,getCoeffs,TransformUnit::getCoeffs(ComponentID)
283,0.02,515.95,0.09,56988401.0,0.0,0.0,,Picture,getRecoBuf,"Picture::getRecoBuf(CompArea const&, bool)"
284,0.02,516.04,0.09,50038338.0,0.0,0.0,,PU,isLMCMode,PU::isLMCMode(unsigned int)
285,0.02,516.13,0.09,23659384.0,0.0,0.0,,Picture,getPredBuf,Picture::getPredBuf(CompArea const&)
286,0.02,516.22,0.09,3415514.0,0.0,0.0,,Partitioner,setCUData,Partitioner::setCUData(CodingUnit&)
287,0.02,516.31,0.09,544180.0,0.0,0.0,,,invTransformCbCr,"void invTransformCbCr<-3>(AreaBuf<short>&, AreaBuf<short>&)"
288,0.02,516.4,0.09,512894.0,0.0,0.0,,QTBTPartitioner,splitCurrArea,"QTBTPartitioner::splitCurrArea(PartSplit, CodingStructure const&)"
289,0.02,516.49,0.09,,,,,,Rom,DQIntern::Rom::~Rom()
290,0.02,516.58,0.09,11105578.0,0.0,0.0,,PU,getCoLocatedLumaPU,PU::getCoLocatedLumaPU(PredictionUnit const&)
291,0.02,516.66,0.08,55205363.0,0.0,0.0,,PartLevel,PartLevel,PartLevel::PartLevel()
292,0.02,516.74,0.08,22199871.0,0.0,0.0,,PU,isDMChromaMIP,PU::isDMChromaMIP(PredictionUnit const&)
293,0.02,516.82,0.08,8665605.0,0.0,0.0,,Picture,getBuf,"Picture::getBuf(UnitArea const&, PictureType const&)"
294,0.02,516.9,0.08,4372919.0,0.0,0.0,,IntraPrediction,xPredIntraDc,"IntraPrediction::xPredIntraDc(AreaBuf<short const> const&, AreaBuf<short>&, ChannelType, bool)"
295,0.02,516.98,0.08,2740084.0,0.0,0.0,,,fastForwardDCT2_B2,"fastForwardDCT2_B2(int const*, int*, int, int, int, int)"
296,0.02,517.06,0.08,122.0,0.0,0.0,DQIntern,TUParameters,TUParameters,"DQIntern::TUParameters::TUParameters(DQIntern::Rom const&, unsigned int, unsigned int, ChannelType)"
297,0.02,517.14,0.08,,,,,IntraPrediction,geneWeightedPred,"IntraPrediction::geneWeightedPred(ComponentID, AreaBuf<short>&, PredictionUnit const&, short*)"
298,0.02,517.22,0.08,,,,,RdCost,xGetSAD_full,RdCost::xGetSAD_full(DistParam const&)
299,0.02,517.3,0.08,,,,,ScalingList,isLumaScalingList,ScalingList::isLumaScalingList(int) const
300,0.01,517.37,0.07,38125946.0,0.0,0.0,,,getMipSizeId,getMipSizeId(Size const&)
301,0.01,517.44,0.07,13921074.0,0.0,0.0,,TU,getPrevTuCbfAtDepth,"TU::getPrevTuCbfAtDepth(TransformUnit const&, ComponentID, int)"
302,0.01,517.51,0.07,3415514.0,0.0,0.0,,Partitioner,getSplitSeries,Partitioner::getSplitSeries() const
303,0.01,517.58,0.07,3396467.0,0.0,0.0,,CABACWriter,intra_chroma_pred_modes,CABACWriter::intra_chroma_pred_modes(CodingUnit const&)
304,0.01,517.65,0.07,3245156.0,0.0,0.0,,EncCu,xCalDebCost,"EncCu::xCalDebCost(CodingStructure&, Partitioner&, bool)"
305,0.01,517.72,0.07,2455823.0,0.0,0.0,,CU,canUseLfnstWithISP,"CU::canUseLfnstWithISP(CodingUnit const&, ChannelType)"
306,0.01,517.79,0.07,2072346.0,0.0,0.0,,CU,allLumaCBFsAreZero,CU::allLumaCBFsAreZero(CodingUnit const&)
307,0.01,517.86,0.07,,,,,std,pair,"std::pair<long, long> fwdTransformCbCr<3>(AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&)"
308,0.01,517.93,0.07,,,,,QTBTPartitioner,isSplitImplicit,"QTBTPartitioner::isSplitImplicit(PartSplit, CodingStructure const&)"
309,0.01,518.0,0.07,6029602.0,0.0,0.0,,QTBTPartitioner,getImplicitSplit,QTBTPartitioner::getImplicitSplit(CodingStructure const&)
310,0.01,518.07,0.07,3396467.0,0.0,0.0,,CABACWriter,cu_pred_data,CABACWriter::cu_pred_data(CodingUnit const&)
311,0.01,518.14,0.07,1136802.0,0.0,0.0,,CABACWriter,intra_chroma_lmc_mode,CABACWriter::intra_chroma_lmc_mode(PredictionUnit const&)
312,0.01,518.21,0.07,838127.0,0.0,0.0,,,invTransformCbCr,"void invTransformCbCr<-2>(AreaBuf<short>&, AreaBuf<short>&)"
313,0.01,518.28,0.07,512894.0,0.0,0.0,,PartitionerImpl,getCUSubPartitions,"PartitionerImpl::getCUSubPartitions(UnitArea const&, CodingStructure const&, PartSplit)"
314,0.01,518.35,0.07,139712.0,0.0,0.0,,DecCu,xIntraRecBlk,"DecCu::xIntraRecBlk(TransformUnit&, ComponentID)"
315,0.01,518.42,0.07,,,,,CABACWriter,cuPaletteSubblockInfo,"CABACWriter::cuPaletteSubblockInfo(CodingUnit const&, ComponentID, unsigned int, int, unsigned int&, unsigned int&)"
316,0.01,518.49,0.07,,,,,CodingStructure,traverseCUs,"CodingStructure::traverseCUs(UnitArea const&, ChannelType) const"
317,0.01,518.56,0.07,,,,,CodingStructure,getTrueOrgBuf,CodingStructure::getTrueOrgBuf() const
318,0.01,518.62,0.06,21202805.0,0.0,0.0,,CompArea,lumaPos,CompArea::lumaPos() const
319,0.01,518.68,0.06,17759437.0,0.0,0.0,,CU,divideTuInRows,CU::divideTuInRows(CodingUnit const&)
320,0.01,518.74,0.06,17300276.0,0.0,0.0,,CABACWriter,mip_pred_mode,CABACWriter::mip_pred_mode(PredictionUnit const&)
321,0.01,518.8,0.06,3396467.0,0.0,0.0,,CABACWriter,pred_mode,CABACWriter::pred_mode(CodingUnit const&)
322,0.01,518.86,0.06,2423133.0,0.0,0.0,,PU,getIntraChromaCandModes,"PU::getIntraChromaCandModes(PredictionUnit const&, unsigned int*)"
323,0.01,518.92,0.06,1.0,0.06,0.06,,IntraPrediction,init,"IntraPrediction::init(ChromaFormat, unsigned int)"
324,0.01,518.98,0.06,3396467.0,0.0,0.0,,CABACWriter,transform_tree,"CABACWriter::transform_tree(CodingStructure const&, Partitioner&, CUCtx&, PartSplit, int)"
325,0.01,519.04,0.06,1521916.0,0.0,0.0,,CodingStructure,signalModeCons,"CodingStructure::signalModeCons(PartSplit, Partitioner&, ModeType) const"
326,0.01,519.1,0.06,738647.0,0.0,0.0,,,invTransformCbCr,"void invTransformCbCr<-1>(AreaBuf<short>&, AreaBuf<short>&)"
327,0.01,519.16,0.06,,,,,CABACWriter,cu_bcw_flag,CABACWriter::cu_bcw_flag(CodingUnit const&)
328,0.01,519.22,0.06,,,,,AreaBuf,removeHighFreq,"AreaBuf<short>::removeHighFreq(AreaBuf<short> const&, bool, ClpRng const&)"
329,0.01,519.28,0.06,,,,,,XUCache,XUCache::~XUCache()
330,0.01,519.33,0.05,720330.0,0.0,0.0,__gnu_cxx,__ops,_Iter_comp_iter,"void std::__insertion_sort<IntraSearch::ModeInfoWithCost*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)> >(IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)>)"
331,0.01,519.38,0.05,25384785.0,0.0,0.0,,TrQuant,getLFNSTIntraMode,TrQuant::getLFNSTIntraMode(int)
332,0.01,519.43,0.05,21146272.0,0.0,0.0,,CU,isPredRegDiffFromTB,"CU::isPredRegDiffFromTB(CodingUnit const&, ComponentID)"
333,0.01,519.48,0.05,17759437.0,0.0,0.0,,CU,getISPType,"CU::getISPType(CodingUnit const&, ComponentID)"
334,0.01,519.53,0.05,7372600.0,0.0,0.0,,TUIntraSubPartitioner,canSplit,"TUIntraSubPartitioner::canSplit(PartSplit, CodingStructure const&)"
335,0.01,519.58,0.05,3790874.0,0.0,0.0,,Picture,getPredBuf,Picture::getPredBuf(UnitArea const&)
336,0.01,519.63,0.05,3396467.0,0.0,0.0,,CABACWriter,cu_residual,"CABACWriter::cu_residual(CodingUnit const&, Partitioner&, CUCtx&)"
337,0.01,519.68,0.05,2149284.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)"
338,0.01,519.73,0.05,272563.0,0.0,0.0,,IntraSearch,xSortISPCandListLFNST,IntraSearch::xSortISPCandListLFNST()
339,0.01,519.78,0.05,7669.0,0.0,0.0,,RdCost,xGetSAD64,RdCost::xGetSAD64(DistParam const&)
340,0.01,519.83,0.05,8.0,0.01,0.03,,IbcHashMap,rebuildPicHashMap,IbcHashMap::rebuildPicHashMap(UnitBuf<short> const&)
341,0.01,519.88,0.05,1.0,0.05,0.64,,DepQuant,DepQuant,"DepQuant::DepQuant(Quant const*, bool)"
342,0.01,519.93,0.05,,,,,std,pair,"std::pair<long, long> fwdTransformCbCr<1>(AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&)"
343,0.01,519.98,0.05,,,,,CU,setBcwIdx,"CU::setBcwIdx(CodingUnit&, unsigned char)"
344,0.01,520.02,0.05,61771259.0,0.0,0.0,,CU,isInter,CU::isInter(CodingUnit const&)
345,0.01,520.07,0.05,41154073.0,0.0,0.0,,UnitArea,UnitArea,UnitArea::UnitArea(ChromaFormat)
346,0.01,520.11,0.05,16339649.0,0.0,0.0,,CU,traverseTUs,CU::traverseTUs(CodingUnit const&)
347,0.01,520.16,0.05,3834423.0,0.0,0.0,,EncCu,xCheckChromaQPOffset,"EncCu::xCheckChromaQPOffset(CodingStructure&, Partitioner&)"
348,0.01,520.2,0.04,34480189.0,0.0,0.0,,TransformUnit,initData,TransformUnit::initData()
349,0.01,520.24,0.04,21146272.0,0.0,0.0,,CU,isFirstTBInPredReg,"CU::isFirstTBInPredReg(CodingUnit const&, ComponentID, CompArea const&)"
350,0.01,520.28,0.04,16835105.0,0.0,0.0,,MatrixIntraPrediction,getMatrixData,MatrixIntraPrediction::getMatrixData(int) const
351,0.01,520.32,0.04,13921074.0,0.0,0.0,,TU,getPrevTU,"TU::getPrevTU(TransformUnit const&, ComponentID)"
352,0.01,520.36,0.04,6664043.0,0.0,0.0,,AlfCovariance,gnsSolveByChol,"AlfCovariance::gnsSolveByChol(double (*) [13], double*, double*, int) const"
353,0.01,520.4,0.04,6387042.0,0.0,0.0,,CompStorage,create,CompStorage::create(Size const&)
354,0.01,520.44,0.04,4017056.0,0.0,0.0,,AreaBuf,linearTransform,"AreaBuf<short>::linearTransform(int, int, int, bool, ClpRng const&)"
355,0.01,520.48,0.04,3440477.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<EncTestMode, std::allocator<EncTestMode> >::_M_realloc_insert<EncTestMode>(__gnu_cxx::__normal_iterator<EncTestMode*, std::vector<EncTestMode, std::allocator<EncTestMode> > >, EncTestMode&&)"
356,0.01,520.52,0.04,3233192.0,0.0,0.0,,MatrixIntraPrediction,initPredBlockParams,MatrixIntraPrediction::initPredBlockParams(Size const&)
357,0.01,520.56,0.04,3201713.0,0.0,0.0,,Reshape,getPWLIdxInv,Reshape::getPWLIdxInv(int)
358,0.01,520.6,0.04,1152940.0,0.0,0.0,,TBinEncoder,encodeBin,"TBinEncoder<BinProbModel_Std>::encodeBin(unsigned int, unsigned int)"
359,0.01,520.64,0.04,1080495.0,0.0,0.0,,IntraSearch,xFinishISPModes,IntraSearch::xFinishISPModes()
360,0.01,520.68,0.04,702353.0,0.0,0.0,,Quant,dequant,"Quant::dequant(TransformUnit const&, AreaBuf<int>&, ComponentID const&, QpParam const&)"
361,0.01,520.72,0.04,90515.0,0.0,0.0,,Quant,quant,"Quant::quant(TransformUnit&, ComponentID const&, AreaBuf<int const> const&, int&, QpParam const&, Ctx const&)"
362,0.01,520.76,0.04,184.0,0.0,0.0,,EncAdaptiveLoopFilter,getBlkStatsCcAlf,"EncAdaptiveLoopFilter::getBlkStatsCcAlf(AlfCovariance&, AlfFilterShape const&, UnitBuf<short> const&, UnitBuf<short> const&, UnitArea const&, UnitArea const&, ComponentID, int)"
363,0.01,520.8,0.04,64.0,0.0,0.0,,AdaptiveLoopFilter,filterBlk,"void AdaptiveLoopFilter::filterBlk<(AlfFilterType)1>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int)"
364,0.01,520.84,0.04,1.0,0.04,0.06,,EncModeCtrlMTnoRQT,create,EncModeCtrlMTnoRQT::create(EncCfg const&)
365,0.01,520.88,0.04,1.0,0.04,0.04,,,TrQuant,TrQuant::~TrQuant()
366,0.01,520.92,0.04,,,,,CABACWriter,cu_palette_info,"CABACWriter::cu_palette_info(CodingUnit const&, ComponentID, unsigned int, CUCtx&)"
367,0.01,520.96,0.04,,,,,InterSearch,xTZ8PointDiamondSearch,"InterSearch::xTZ8PointDiamondSearch(InterSearch::IntTZSearchStruct&, int, int, int, bool)"
368,0.01,521.0,0.04,,,,,IntraSearch,derivePLTLossy,"IntraSearch::derivePLTLossy(CodingStructure&, Partitioner&, ComponentID, unsigned int)"
369,0.01,521.04,0.04,,,,,IntraSearch,xGetIntraFracBitsQTSingleChromaComponent,"IntraSearch::xGetIntraFracBitsQTSingleChromaComponent(CodingStructure&, Partitioner&, ComponentID)"
370,0.01,521.08,0.04,,,,,CS,getEstBits,CS::getEstBits(CodingStructure const&)
371,0.01,521.12,0.04,,,,,TU,isNonTransformedResidualRotated,"TU::isNonTransformedResidualRotated(TransformUnit const&, ComponentID const&)"
372,0.01,521.16,0.04,,,,,MergeCtx,setMmvdMergeCandiInfo,"MergeCtx::setMmvdMergeCandiInfo(PredictionUnit&, int)"
373,0.01,521.2,0.04,,,,,CodingStructure,getPredBuf,CodingStructure::getPredBuf(CompArea const&) const
374,0.01,521.24,0.04,,,,,CodingStructure,isSubPuClean,"CodingStructure::isSubPuClean(PredictionUnit&, Mv const*) const"
375,0.01,521.28,0.04,,,,,CodingStructure,getMotionInfo,CodingStructure::getMotionInfo(Position const&) const
376,0.01,521.32,0.04,,,,,CompArea,chromaPos,CompArea::chromaPos() const
377,0.01,521.35,0.04,6729209.0,0.0,0.0,,PelStorage,getBuf,PelStorage::getBuf(CompArea const&) const
378,0.01,521.39,0.04,1311193.0,0.0,0.0,,UnitArea,resizeTo,UnitArea::resizeTo(UnitArea const&)
379,0.01,521.42,0.04,64.0,0.0,0.0,,CacheBlkInfoCtrl,init,CacheBlkInfoCtrl::init(Slice const&)
380,0.01,521.46,0.04,,,,,,addAvgCore,"void addAvgCore<short>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&)"
381,0.01,521.49,0.03,8279280.0,0.0,0.0,,CU,isISPFirst,"CU::isISPFirst(CodingUnit const&, CompArea const&, ComponentID)"
382,0.01,521.52,0.03,7941023.0,0.0,0.0,,CU,getISPSplitDim,"CU::getISPSplitDim(int, int, PartSplit)"
383,0.01,521.55,0.03,4874715.0,0.0,0.0,,Picture,getRecoBuf,"Picture::getRecoBuf(UnitArea const&, bool)"
384,0.01,521.58,0.03,3790874.0,0.0,0.0,,CodingStructure,setDecomp,"CodingStructure::setDecomp(UnitArea const&, bool)"
385,0.01,521.61,0.03,3396467.0,0.0,0.0,,CABACWriter,adaptive_color_transform,CABACWriter::adaptive_color_transform(CodingUnit const&)
386,0.01,521.64,0.03,2492771.0,0.0,0.0,,CABACWriter,extend_ref_line,CABACWriter::extend_ref_line(CodingUnit const&)
387,0.01,521.67,0.03,2120954.0,0.0,0.0,,TrQuant,invTransformICT,"TrQuant::invTransformICT(TransformUnit const&, AreaBuf<short>&, AreaBuf<short>&)"
388,0.01,521.7,0.03,1979424.0,0.0,0.0,IntraSearch,ModeInfoWithCost,compareModeInfoWithCost,"IntraSearch::ModeInfoWithCost::compareModeInfoWithCost(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)"
389,0.01,521.73,0.03,1816989.0,0.0,0.0,,EncModeCtrlMTnoRQT,finishCULevel,EncModeCtrlMTnoRQT::finishCULevel(Partitioner&)
390,0.01,521.76,0.03,538251.0,0.0,0.0,,CU,bdpcmAllowed,"CU::bdpcmAllowed(CodingUnit const&, ComponentID)"
391,0.01,521.79,0.03,527885.0,0.0,0.0,,IntraSearch,updateISPStatusFromRelCU,"IntraSearch::updateISPStatusFromRelCU(double, IntraSearch::ModeInfo, int&)"
392,0.01,521.82,0.03,512894.0,0.0,0.0,std,vector,_M_fill_insert,"std::vector<UnitArea, std::allocator<UnitArea> >::_M_fill_insert(__gnu_cxx::__normal_iterator<UnitArea*, std::vector<UnitArea, std::allocator<UnitArea> > >, unsigned long, UnitArea const&)"
393,0.01,521.85,0.03,107759.0,0.0,0.0,,EncCu,xReuseCachedResult,"EncCu::xReuseCachedResult(CodingStructure*&, CodingStructure*&, Partitioner&)"
394,0.01,521.88,0.03,4092.0,0.0,0.0,,EncAdaptiveLoopFilter,getFrameStat,"EncAdaptiveLoopFilter::getFrameStat(AlfCovariance*, AlfCovariance**, unsigned char*, unsigned char*, int, int)"
395,0.01,521.91,0.03,936.0,0.0,0.0,,EncAdaptiveLoopFilter,deriveFilterCoeffs,"EncAdaptiveLoopFilter::deriveFilterCoeffs(AlfCovariance*, AlfCovariance*, int (*) [25][13], AlfFilterShape&, short*, int, double (*) [2], AlfParam&)"
396,0.01,521.94,0.03,192.0,0.0,0.0,,EncSampleAdaptiveOffset,getBlkStats,"EncSampleAdaptiveOffset::getBlkStats(ComponentID, int, SAOStatData*, short*, short*, int, int, int, int, bool, bool, bool, bool, bool, bool, bool, bool, int*, int*, int, int)"
