,time,cum_sec,self_sec,calls,self_s_call,tot_s_call,namespace,class,function,definition
397,0.01,521.97,0.03,,,,,EncCu,xCheckRDCostMerge2Nx2N,"unsigned int updateCandList<EncCu::xCheckRDCostMerge2Nx2N(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&)::ModeInfo, 70ul>(EncCu::xCheckRDCostMerge2Nx2N(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&)::ModeInfo, double, static_vector<EncCu::xCheckRDCostMerge2Nx2N(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&)::ModeInfo, 70ul>&, static_vector<double, 70ul>&, unsigned long, int*)"
398,0.01,522.0,0.03,,,,,CABACWriter,cu_skip_flag,CABACWriter::cu_skip_flag(CodingUnit const&)
399,0.01,522.03,0.03,,,,,CABACWriter,mvp_flag,"CABACWriter::mvp_flag(PredictionUnit const&, RefPicList)"
400,0.01,522.06,0.03,,,,,EncModeCtrl,setBest,EncModeCtrl::setBest(CodingStructure&)
401,0.01,522.09,0.03,3193521.0,0.0,0.0,,Reshape,calculateChromaAdj,Reshape::calculateChromaAdj(short)
402,0.01,522.12,0.03,512894.0,0.0,0.0,,QTBTPartitioner,exitCurrSplit,QTBTPartitioner::exitCurrSplit()
403,0.01,522.15,0.03,1.0,0.03,0.05,,IntraSearch,IntraSearch,IntraSearch::IntraSearch()
404,0.01,522.18,0.03,1.0,0.03,0.03,,Quant,init,"Quant::init(unsigned int, bool, bool, bool)"
405,0.01,522.21,0.03,1.0,0.03,0.03,DQIntern,DepQuant,DepQuant,DQIntern::DepQuant::DepQuant()
406,0.01,522.24,0.03,,,,,CU,isSameTile,"CU::isSameTile(CodingUnit const&, CodingUnit const&)"
407,0.01,522.27,0.03,,,,,Picture,getResiBuf,Picture::getResiBuf(CompArea const&)
408,0.01,522.3,0.03,,,,,Reshape,copySliceReshaperInfo,"Reshape::copySliceReshaperInfo(SliceReshapeInfo&, SliceReshapeInfo&)"
409,0.01,522.33,0.03,,,,,CodingStructure,getResiBuf,CodingStructure::getResiBuf(CompArea const&) const
410,0.01,522.36,0.03,,,,,Picture,getRecoBuf,"Picture::getRecoBuf(ComponentID, bool) const"
411,0.0,522.38,0.03,3834423.0,0.0,0.0,,EncCu,xCheckDQP,"EncCu::xCheckDQP(CodingStructure&, Partitioner&, bool)"
412,0.0,522.41,0.03,4380621.0,0.0,0.0,,EncModeCtrl,currTestMode,EncModeCtrl::currTestMode() const
413,0.0,522.43,0.03,2.0,0.01,0.01,std,vector,_M_default_append,"std::vector<ProfileTierLevel, std::allocator<ProfileTierLevel> >::_M_default_append(unsigned long)"
414,0.0,522.46,0.03,,,,,PelStorage,getBuf,PelStorage::getBuf(ComponentID) const
415,0.0,522.48,0.02,22017152.0,0.0,0.0,,TransformUnit,getChromaAdj,TransformUnit::getChromaAdj() const
416,0.0,522.5,0.02,11311087.0,0.0,0.0,std,vector,emplace_back,"void std::vector<std::pair<int, bool>, std::allocator<std::pair<int, bool> > >::emplace_back<std::pair<int, bool> >(std::pair<int, bool>&&)"
417,0.0,522.52,0.02,6875943.0,0.0,0.0,,TUIntraSubPartitioner,nextPart,"TUIntraSubPartitioner::nextPart(CodingStructure const&, bool)"
418,0.0,522.54,0.02,4995958.0,0.0,0.0,,,allowLfnstWithMip,allowLfnstWithMip(Size const&)
419,0.0,522.56,0.02,3251907.0,0.0,0.0,,EncModeCtrl,xGetMinMaxQP,"EncModeCtrl::xGetMinMaxQP(int&, int&, CodingStructure const&, Partitioner const&, int, SPS const&, PPS const&, PartSplit)"
420,0.0,522.58,0.02,3220762.0,0.0,0.0,,CompArea,xRecalcLumaToChroma,CompArea::xRecalcLumaToChroma()
421,0.0,522.6,0.02,3209648.0,0.0,0.0,,TUIntraSubPartitioner,splitCurrArea,"TUIntraSubPartitioner::splitCurrArea(PartSplit, CodingStructure const&)"
422,0.0,522.62,0.02,1160305.0,0.0,0.0,,QTBTPartitioner,nextPart,"QTBTPartitioner::nextPart(CodingStructure const&, bool)"
423,0.0,522.64,0.02,1017114.0,0.0,0.0,,CABACWriter,mode_constraint,"CABACWriter::mode_constraint(PartSplit, CodingStructure const&, Partitioner&, ModeType)"
424,0.0,522.66,0.02,727493.0,0.0,0.0,,QuantRDOQ,quant,"QuantRDOQ::quant(TransformUnit&, ComponentID const&, AreaBuf<int const> const&, int&, QpParam const&, Ctx const&)"
425,0.0,522.68,0.02,538251.0,0.0,0.0,,UnitArea,contains,"UnitArea::contains(UnitArea const&, ChannelType) const"
426,0.0,522.7,0.02,399360.0,0.0,0.0,,EncAdaptiveLoopFilter,calcCovarianceCcAlf,"EncAdaptiveLoopFilter::calcCovarianceCcAlf(short (*) [1], short const*, int, AlfFilterShape const&, int)"
427,0.0,522.72,0.02,7413.0,0.0,0.0,,,fastInverseDCT8_B8,"fastInverseDCT8_B8(int const*, int*, int, int, int, int, int, int)"
428,0.0,522.74,0.02,3636.0,0.0,0.0,,,fastForwardDCT8_B16,"fastForwardDCT8_B16(int const*, int*, int, int, int, int)"
429,0.0,522.76,0.02,2960.0,0.0,0.0,,CABACWriter,codeAlfCtuFilterIndex,"CABACWriter::codeAlfCtuFilterIndex(CodingStructure&, unsigned int, bool)"
430,0.0,522.78,0.02,2799.0,0.0,0.0,,RdCost,xGetSSE64,RdCost::xGetSSE64(DistParam const&)
431,0.0,522.8,0.02,302.0,0.0,0.0,,CodingStructure,destroyCoeffs,CodingStructure::destroyCoeffs()
432,0.0,522.82,0.02,64.0,0.0,0.0,,BestEncInfoCache,init,BestEncInfoCache::init(Slice const&)
433,0.0,522.84,0.02,14.0,0.0,0.0,std,_Hashtable,_M_rehash,"std::_Hashtable<unsigned int, std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > >, std::allocator<std::pair<unsigned int const, std::vector<Position, std::allocator<Position> > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&)"
434,0.0,522.86,0.02,8.0,0.0,0.0,,EncReshape,calcSeqStats,"EncReshape::calcSeqStats(Picture*, SeqInfo&)"
435,0.0,522.88,0.02,1.0,0.02,0.02,,MatrixIntraPrediction,MatrixIntraPrediction,MatrixIntraPrediction::MatrixIntraPrediction()
436,0.0,522.9,0.02,,,,,std,pair,"std::pair<long, long> fwdTransformCbCr<2>(AreaBuf<short> const&, AreaBuf<short> const&, AreaBuf<short>&, AreaBuf<short>&)"
437,0.0,522.92,0.02,,,,,CodingUnit,CodingUnit,"CodingUnit::CodingUnit(ChromaFormat, Area const&)"
438,0.0,522.94,0.02,,,,,IntraSearch,xRecurIntraCodingACTQT,"IntraSearch::xRecurIntraCodingACTQT(CodingStructure&, Partitioner&, bool, int, int, bool)"
439,0.0,522.96,0.02,,,,,IntraSearch,PLTSearch,"IntraSearch::PLTSearch(CodingStructure&, Partitioner&, ComponentID, unsigned int)"
440,0.0,522.98,0.02,,,,,CodingStructure,getOrgResiBuf,CodingStructure::getOrgResiBuf(UnitArea const&)
441,0.0,523.0,0.02,,,,,IntraPrediction,switchBuffer,"IntraPrediction::switchBuffer(PredictionUnit const&, ComponentID, AreaBuf<short>, short*)"
442,0.0,523.02,0.02,,,,,CU,getCtuAddr,CU::getCtuAddr(CodingUnit const&)
443,0.0,523.04,0.02,,,,,DecCu,xIntraRecACTQT,DecCu::xIntraRecACTQT(CodingUnit&)
444,0.0,523.06,0.02,,,,,RdCost,xGetSAD,RdCost::xGetSAD(DistParam const&)
445,0.0,523.08,0.02,,,,,Picture,getFilteredOrigBuf,Picture::getFilteredOrigBuf(CompArea const&)
446,0.0,523.1,0.02,,,,,std,__adjust_heap,"void std::__adjust_heap<int*, long, int, __gnu_cxx::__ops::_Iter_less_iter>(int*, long, long, int, __gnu_cxx::__ops::_Iter_less_iter)"
447,0.0,523.11,0.02,4306008.0,0.0,0.0,,PU,isLMCModeEnabled,"PU::isLMCModeEnabled(PredictionUnit const&, unsigned int)"
448,0.0,523.13,0.02,1083969.0,0.0,0.0,,InterSearch,resetSavedAffineMotion,InterSearch::resetSavedAffineMotion()
449,0.0,523.14,0.02,1.0,0.02,0.02,,InterSearch,setTempBuffers,"InterSearch::setTempBuffers(CodingStructure****, CodingStructure****, CodingStructure**)"
450,0.0,523.15,0.01,18793152.0,0.0,0.0,,IbcHashMap,xxComputeCrc32c16bit,"IbcHashMap::xxComputeCrc32c16bit(unsigned int, short)"
451,0.0,523.16,0.01,11105578.0,0.0,0.0,,PU,getCoLocatedIntraLumaMode,PU::getCoLocatedIntraLumaMode(PredictionUnit const&)
452,0.0,523.17,0.01,9580563.0,0.0,0.0,std,vector,push_back,"std::vector<Ctx*, std::allocator<Ctx*> >::push_back(Ctx* const&)"
453,0.0,523.18,0.01,3999200.0,0.0,0.0,,CU,isMinWidthPredEnabledForBlkSize,"CU::isMinWidthPredEnabledForBlkSize(int, int)"
454,0.0,523.19,0.01,3876376.0,0.0,0.0,,EncModeCtrl,tryModeMaster,"EncModeCtrl::tryModeMaster(EncTestMode const&, CodingStructure const&, Partitioner&)"
455,0.0,523.2,0.01,3593599.0,0.0,0.0,,CU,canUseLfnstWithISP,"CU::canUseLfnstWithISP(CompArea const&, ISPType)"
456,0.0,523.21,0.01,3307755.0,0.0,0.0,,CU,addPUs,CU::addPUs(CodingUnit&)
457,0.0,523.22,0.01,3209648.0,0.0,0.0,,TUIntraSubPartitioner,exitCurrSplit,TUIntraSubPartitioner::exitCurrSplit()
458,0.0,523.23,0.01,975653.0,0.0,0.0,,EncModeCtrl,lastTestMode,EncModeCtrl::lastTestMode() const
459,0.0,523.24,0.01,782910.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<Position, std::allocator<Position> >::_M_realloc_insert<Position const&>(__gnu_cxx::__normal_iterator<Position*, std::vector<Position, std::allocator<Position> > >, Position const&)"
460,0.0,523.25,0.01,636978.0,0.0,0.0,,QuantRDOQ,xGetErrScaleCoeff,"QuantRDOQ::xGetErrScaleCoeff(bool, unsigned int, unsigned int, int, int, int, bool)"
461,0.0,523.26,0.01,538617.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<TransformUnit*, std::allocator<TransformUnit*> >::_M_realloc_insert<TransformUnit* const&>(__gnu_cxx::__normal_iterator<TransformUnit**, std::vector<TransformUnit*, std::allocator<TransformUnit*> > >, TransformUnit* const&)"
462,0.0,523.27,0.01,360165.0,0.0,0.0,__gnu_cxx,__ops,_Iter_comp_iter,"void std::__merge_adaptive<IntraSearch::ModeInfoWithCost*, long, IntraSearch::ModeInfoWithCost*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)> >(IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, long, long, IntraSearch::ModeInfoWithCost*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)>)"
463,0.0,523.28,0.01,360165.0,0.0,0.0,__gnu_cxx,__ops,_Iter_comp_iter,"void std::__stable_sort_adaptive<IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)> >(IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)>)"
464,0.0,523.29,0.01,352773.0,0.0,0.0,,CABACWriter,mip_pred_modes,CABACWriter::mip_pred_modes(CodingUnit const&)
465,0.0,523.3,0.01,352773.0,0.0,0.0,,CU,traversePUs,CU::traversePUs(CodingUnit const&)
466,0.0,523.31,0.01,126736.0,0.0,0.0,,TransformUnit,TransformUnit,TransformUnit::TransformUnit(UnitArea const&)
467,0.0,523.32,0.01,107759.0,0.0,0.0,,BestEncInfoCache,setCsFrom,"BestEncInfoCache::setCsFrom(CodingStructure&, EncTestMode&, Partitioner const&) const"
468,0.0,523.33,0.01,65328.0,0.0,0.0,,CU,traversePUs,CU::traversePUs(CodingUnit&)
469,0.0,523.34,0.01,47250.0,0.0,0.0,,AlfCovariance,gnsSolveByChol,"AlfCovariance::gnsSolveByChol(int const*, double*, int) const"
470,0.0,523.35,0.01,43552.0,0.0,0.0,,DeblockingFilter,xDeblockCU,"DeblockingFilter::xDeblockCU(CodingUnit&, DeblockEdgeDir)"
471,0.0,523.36,0.01,43552.0,0.0,0.0,,DeblockingFilter,xSetMaxFilterLengthPQForCodingSubBlocks,"DeblockingFilter::xSetMaxFilterLengthPQForCodingSubBlocks(DeblockEdgeDir, CodingUnit const&, PredictionUnit const&, bool const&, int const&, Area const&)"
472,0.0,523.37,0.01,39328.0,0.0,0.0,,CABACWriter,codeAlfCtuAlternative,"CABACWriter::codeAlfCtuAlternative(CodingStructure&, unsigned int, int, AlfParam const*)"
473,0.0,523.38,0.01,24192.0,0.0,0.0,,CABACWriter,codeAlfCtuEnableFlag,"CABACWriter::codeAlfCtuEnableFlag(CodingStructure&, unsigned int, int, AlfParam*)"
474,0.0,523.39,0.01,12672.0,0.0,0.0,,DeblockingFilter,xEdgeFilterChroma,"DeblockingFilter::xEdgeFilterChroma(CodingUnit const&, DeblockEdgeDir, int)"
475,0.0,523.4,0.01,2304.0,0.0,0.0,,Quant,xSetFlatScalingList,"Quant::xSetFlatScalingList(unsigned int, unsigned int, unsigned int, int)"
476,0.0,523.41,0.01,2304.0,0.0,0.0,,QuantRDOQ,xSetErrScaleCoeff,"QuantRDOQ::xSetErrScaleCoeff(unsigned int, unsigned int, unsigned int, int, int const*, BitDepths const&)"
477,0.0,523.42,0.01,458.0,0.0,0.0,,EncAdaptiveLoopFilter,deriveCtbAlfEnableFlags,"EncAdaptiveLoopFilter::deriveCtbAlfEnableFlags(CodingStructure&, int, ChannelType, double, int, int, double&)"
478,0.0,523.43,0.01,384.0,0.0,0.0,,QTBTPartitioner,initCtu,"QTBTPartitioner::initCtu(UnitArea const&, ChannelType, Slice const&)"
479,0.0,523.44,0.01,128.0,0.0,0.0,,CABACWriter,coding_tree_unit,"CABACWriter::coding_tree_unit(CodingStructure&, UnitArea const&, int (&) [2], unsigned int, bool, bool)"
480,0.0,523.45,0.01,128.0,0.0,0.0,,AdaptiveLoopFilter,filterBlk,"void AdaptiveLoopFilter::filterBlk<(AlfFilterType)0>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int)"
481,0.0,523.46,0.01,72.0,0.0,0.0,,AreaBuf,rspSignal,"AreaBuf<short>::rspSignal(std::vector<short, std::allocator<short> >&)"
482,0.0,523.47,0.01,64.0,0.0,0.0,,EncModeCtrlMTnoRQT,initCTUEncoding,EncModeCtrlMTnoRQT::initCTUEncoding(Slice const&)
483,0.0,523.48,0.01,40.0,0.0,0.0,,,writeNaluContent,"writeNaluContent(std::ostream&, OutputNALUnit&)"
484,0.0,523.49,0.01,8.0,0.0,0.03,,IbcHashMap,xxBuildPicHashMap,void IbcHashMap::xxBuildPicHashMap<(ChromaFormat)1>(UnitBuf<short> const&)
485,0.0,523.5,0.01,8.0,0.0,0.02,,EncAdaptiveLoopFilter,alfEncoderCtb,"EncAdaptiveLoopFilter::alfEncoderCtb(CodingStructure&, AlfParam&, double)"
486,0.0,523.51,0.01,8.0,0.0,0.0,,EncAdaptiveLoopFilter,create,"EncAdaptiveLoopFilter::create(EncCfg const*, int, int, ChromaFormat, int, int, int, int const*, int const*)"
487,0.0,523.52,0.01,8.0,0.0,0.0,,EncSlice,setUpLambda,"EncSlice::setUpLambda(Slice*, double, int)"
488,0.0,523.53,0.01,7.0,0.0,0.0,std,vector,_M_realloc_insert,"void std::vector<Ctx*, std::allocator<Ctx*> >::_M_realloc_insert<Ctx* const&>(__gnu_cxx::__normal_iterator<Ctx**, std::vector<Ctx*, std::allocator<Ctx*> > >, Ctx* const&)"
489,0.0,523.54,0.01,2.0,0.01,0.01,,CodingStructure,create,"CodingStructure::create(UnitArea const&, bool, bool)"
490,0.0,523.55,0.01,1.0,0.01,0.01,,,IbcHashMap,IbcHashMap::~IbcHashMap()
491,0.0,523.56,0.01,1.0,0.01,0.02,,BestEncInfoCache,create,BestEncInfoCache::create(ChromaFormat)
492,0.0,523.57,0.01,1.0,0.01,0.03,,QuantRDOQ,setFlatScalingList,"QuantRDOQ::setFlatScalingList(int const*, BitDepths const&)"
493,0.0,523.58,0.01,,,,,,invTransformCbCr,"void invTransformCbCr<1>(AreaBuf<short>&, AreaBuf<short>&)"
494,0.0,523.59,0.01,,,,,,invTransformCbCr,"void invTransformCbCr<3>(AreaBuf<short>&, AreaBuf<short>&)"
495,0.0,523.6,0.01,,,,,,initROM,initROM()
496,0.0,523.61,0.01,,,,,EncModeCtrl,setEarlySkipDetected,EncModeCtrl::setEarlySkipDetected()
497,0.0,523.62,0.01,,,,,IntraSearch,invalidateBestRdModeFirstColorSpace,IntraSearch::invalidateBestRdModeFirstColorSpace()
498,0.0,523.63,0.01,,,,,CodingStructure,copyStructure,"CodingStructure::copyStructure(CodingStructure const&, ChannelType, bool, bool)"
499,0.0,523.64,0.01,,,,,IntraPrediction,geneIntrainterPred,IntraPrediction::geneIntrainterPred(CodingUnit const&)
500,0.0,523.65,0.01,,,,,CU,deriveBcwIdx,"CU::deriveBcwIdx(unsigned char, unsigned char)"
501,0.0,523.66,0.01,,,,,CU,saveMotionInHMVP,"CU::saveMotionInHMVP(CodingUnit const&, bool)"
502,0.0,523.67,0.01,,,,,CU,predictQP,"CU::predictQP(CodingUnit const&, int)"
503,0.0,523.68,0.01,,,,,RdCost,xGetSSE16N,RdCost::xGetSSE16N(DistParam const&)
504,0.0,523.69,0.01,,,,,RdCost,xGetSADwMask,RdCost::xGetSADwMask(DistParam const&)
505,0.0,523.7,0.01,,,,,detail,aligned_malloc,"bool* detail::aligned_malloc<bool>(unsigned long, unsigned long)"
506,0.0,523.71,0.01,,,,,AreaBuf,addAvg,"AreaBuf<short>::addAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&)"
507,0.0,523.72,0.01,,,,,DeriveCtx,CtxPltCopyFlag,"DeriveCtx::CtxPltCopyFlag(unsigned int, unsigned int)"
508,0.0,523.73,0.01,,,,,PartLevel,PartLevel,"PartLevel::PartLevel(PartSplit, std::vector<UnitArea, std::allocator<UnitArea> > const&)"
509,0.0,523.74,0.01,,,,,CodingStructure,getResiBuf,CodingStructure::getResiBuf(UnitArea const&) const
510,0.0,523.75,0.01,,,,,CompArea,chromaSize,CompArea::chromaSize() const
511,0.0,523.76,0.01,,,,,UnitArea,singleComp,UnitArea::singleComp(ComponentID) const
512,0.0,523.77,0.01,,,,,,,"std::vector<UnitArea, std::allocator<UnitArea> >::operator=(std::vector<UnitArea, std::allocator<UnitArea> > const&)"
513,0.0,523.78,0.01,17228814.0,0.0,0.0,,CU,isPLT,CU::isPLT(CodingUnit const&)
514,0.0,523.78,0.01,4587638.0,0.0,0.0,,CU,isIBC,CU::isIBC(CodingUnit const&)
515,0.0,523.79,0.01,160200.0,0.0,0.0,,CU,isSameSubPic,"CU::isSameSubPic(CodingUnit const&, CodingUnit const&)"
516,0.0,523.79,0.01,43536.0,0.0,0.0,,UnitArea,contains,UnitArea::contains(UnitArea const&) const
517,0.0,523.8,0.01,,,,,TransformUnit,checkTuNoResidual,TransformUnit::checkTuNoResidual(unsigned int)
518,0.0,523.8,0.01,,,,,EncCu,xCheckRDCostMergeGeo2Nx2N,"EncCu::xCheckRDCostMergeGeo2Nx2N(CodingStructure*&, CodingStructure*&, Partitioner&, EncTestMode const&)"
519,0.0,523.81,0.01,,,,,RdCost,xGetSAD_SIMD,unsigned long RdCost::xGetSAD_SIMD<(X86_VEXT)4>(DistParam const&)
520,0.0,523.81,0.01,,,,,CompArea,chanPos,CompArea::chanPos(ChannelType) const
521,0.0,523.81,0.0,35169007.0,0.0,0.0,,BitEstimatorBase,isEncoding,BitEstimatorBase::isEncoding()
522,0.0,523.81,0.0,14419686.0,0.0,0.0,,Partitioner,isSepTree,Partitioner::isSepTree(CodingStructure const&)
523,0.0,523.81,0.0,4985542.0,0.0,0.0,,CU,getNumPUs,CU::getNumPUs(CodingUnit const&)
524,0.0,523.81,0.0,3979339.0,0.0,0.0,,PartLevel,PartLevel,"PartLevel::PartLevel(PartSplit, std::vector<UnitArea, std::allocator<UnitArea> >&&)"
525,0.0,523.81,0.0,3790746.0,0.0,0.0,,CodingStructure,getBuf,"CodingStructure::getBuf(CompArea const&, PictureType const&) const"
526,0.0,523.81,0.0,3193521.0,0.0,0.0,,TransformUnit,setChromaAdj,TransformUnit::setChromaAdj(int)
527,0.0,523.81,0.0,2769504.0,0.0,0.0,,IntraSearch,findInterCUCost,IntraSearch::findInterCUCost(CodingUnit&)
528,0.0,523.81,0.0,2645632.0,0.0,0.0,,RdCost,xCalcHADs2x2,"RdCost::xCalcHADs2x2(short const*, short const*, int, int, int)"
529,0.0,523.81,0.0,2349144.0,0.0,0.0,,IbcHashMap,xxCalcBlockHash,"IbcHashMap::xxCalcBlockHash(short const*, int, int, int, unsigned int)"
530,0.0,523.81,0.0,1136802.0,0.0,0.0,,PU,getLMSymbolList,"PU::getLMSymbolList(PredictionUnit const&, int*)"
531,0.0,523.81,0.0,1083969.0,0.0,0.0,,EncModeCtrl,anyMode,EncModeCtrl::anyMode() const
532,0.0,523.81,0.0,792868.0,0.0,0.0,,TU,needsBlockSizeTrafoScale,"TU::needsBlockSizeTrafoScale(TransformUnit const&, ComponentID const&)"
533,0.0,523.81,0.0,720330.0,0.0,0.0,__gnu_cxx,__ops,_Iter_comp_iter,"void std::__merge_sort_with_buffer<IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)> >(IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, IntraSearch::ModeInfoWithCost*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(IntraSearch::ModeInfoWithCost, IntraSearch::ModeInfoWithCost)>)"
534,0.0,523.81,0.0,639525.0,0.0,0.0,,CU,adjustPredArea,CU::adjustPredArea(CompArea&)
535,0.0,523.81,0.0,629263.0,0.0,0.0,,IntraSearch,xFindAlreadyTestedNearbyIntraModes,"IntraSearch::xFindAlreadyTestedNearbyIntraModes(int, int, int*, int*, int*, ISPType, int)"
536,0.0,523.81,0.0,479763.0,0.0,0.0,,PPS,getSubPicFromPos,PPS::getSubPicFromPos(Position const&) const
537,0.0,523.81,0.0,479253.0,0.0,0.0,,PPS,getSubPicFromCU,PPS::getSubPicFromCU(CodingUnit const&) const
538,0.0,523.81,0.0,478391.0,0.0,0.0,,OutputBitstream,write,"OutputBitstream::write(unsigned int, unsigned int)"
539,0.0,523.81,0.0,452148.0,0.0,0.0,,EncAdaptiveLoopFilter,lengthUvlc,EncAdaptiveLoopFilter::lengthUvlc(int)
540,0.0,523.81,0.0,181506.0,0.0,0.0,,DeblockingFilter,xSetEdgefilterMultiple,"DeblockingFilter::xSetEdgefilterMultiple(CodingUnit const&, DeblockEdgeDir, Area const&, bool, bool)"
541,0.0,523.81,0.0,157561.0,0.0,0.0,,BinEncoderBase,writeOut,BinEncoderBase::writeOut()
542,0.0,523.81,0.0,151311.0,0.0,0.0,,CABACWriter,end_of_ctu,"CABACWriter::end_of_ctu(CodingUnit const&, CUCtx&)"
543,0.0,523.81,0.0,151311.0,0.0,0.0,,CABACWriter,coding_unit,"CABACWriter::coding_unit(CodingUnit const&, Partitioner&, CUCtx&)"
544,0.0,523.81,0.0,151311.0,0.0,0.0,,CU,traverseTUs,CU::traverseTUs(CodingUnit&)
545,0.0,523.81,0.0,151311.0,0.0,0.0,,CU,isLastSubCUOfCtu,CU::isLastSubCUOfCtu(CodingUnit const&)
546,0.0,523.81,0.0,141279.0,0.0,0.0,,BinEncoderBase,encodeBinsEP,"BinEncoderBase::encodeBinsEP(unsigned int, unsigned int)"
547,0.0,523.81,0.0,139017.0,0.0,0.0,,ComprCUCtx,get,bool ComprCUCtx::get<bool>(int) const
548,0.0,523.81,0.0,122121.0,0.0,0.0,,DeblockingFilter,xGetBoundaryStrengthSingle,"DeblockingFilter::xGetBoundaryStrengthSingle(CodingUnit const&, DeblockEdgeDir, Position const&, ChannelType) const"
549,0.0,523.81,0.0,107759.0,0.0,0.0,,CodingStructure,getOrgBuf,CodingStructure::getOrgBuf(ComponentID const&)
550,0.0,523.81,0.0,107759.0,0.0,0.0,,DecCu,xIntraRecQT,"DecCu::xIntraRecQT(CodingUnit&, ChannelType)"
551,0.0,523.81,0.0,107759.0,0.0,0.0,,DecCu,xReconIntraQT,DecCu::xReconIntraQT(CodingUnit&)
552,0.0,523.81,0.0,75774.0,0.0,0.0,,DeblockingFilter,xEdgeFilterLuma,"DeblockingFilter::xEdgeFilterLuma(CodingUnit const&, DeblockEdgeDir, int)"
553,0.0,523.81,0.0,48237.0,0.0,0.0,,AlfCovariance,getClipMax,"AlfCovariance::getClipMax(AlfFilterShape const&, int*) const"
554,0.0,523.81,0.0,47250.0,0.0,0.0,,AlfCovariance,calculateError,AlfCovariance::calculateError(int const*) const
555,0.0,523.81,0.0,47201.0,0.0,0.0,,DeblockingFilter,xSetMaxFilterLengthPQFromTransformSizes,"DeblockingFilter::xSetMaxFilterLengthPQFromTransformSizes(DeblockEdgeDir, CodingUnit const&, TransformUnit const&, int)"
556,0.0,523.81,0.0,43552.0,0.0,0.0,,DeblockingFilter,xSetDeblockingFilterParam,DeblockingFilter::xSetDeblockingFilterParam(CodingUnit const&)
557,0.0,523.81,0.0,41492.0,0.0,0.0,,AlfCovariance,reduceClipCost,"AlfCovariance::reduceClipCost(AlfFilterShape const&, int*) const"
558,0.0,523.81,0.0,32248.0,0.0,0.0,DQIntern,TUParameters,xSetScanInfo,"DQIntern::TUParameters::xSetScanInfo(DQIntern::ScanInfo&, int)"
559,0.0,523.81,0.0,31130.0,0.0,0.0,,CU,getModeTypeAtDepth,"CU::getModeTypeAtDepth(CodingUnit const&, unsigned int)"
560,0.0,523.81,0.0,23694.0,0.0,0.0,,BinEncoderBase,isEncoding,BinEncoderBase::isEncoding()
561,0.0,523.81,0.0,22574.0,0.0,0.0,,BinEncoderBase,encodeBinEP,BinEncoderBase::encodeBinEP(unsigned int)
562,0.0,523.81,0.0,21776.0,0.0,0.0,,PU,checkDMVRCondition,PU::checkDMVRCondition(PredictionUnit const&)
563,0.0,523.81,0.0,18368.0,0.0,0.0,,DeblockingFilter,xPelFilterChroma,"DeblockingFilter::xPelFilterChroma(short*, int, int, bool, bool, bool, ClpRng const&, bool, bool) const"
564,0.0,523.81,0.0,15160.0,0.0,0.0,,BinProbModel_Std,init,"BinProbModel_Std::init(int, int)"
565,0.0,523.81,0.0,13907.0,0.0,0.0,,EncAdaptiveLoopFilter,roundFiltCoeff,"EncAdaptiveLoopFilter::roundFiltCoeff(int*, double*, int, int)"
566,0.0,523.81,0.0,13907.0,0.0,0.0,,EncAdaptiveLoopFilter,deriveCoeffQuant,"EncAdaptiveLoopFilter::deriveCoeffQuant(int*, int*, AlfCovariance const&, AlfFilterShape const&, int, bool)"
